//DATA_60NM//
X	Y	
380.016	24.30456
382.007	24.98066
383.998	25.62613
385.988	26.22389
388.014	26.80113
390.003	27.36113
391.991	27.90724
394.016	28.44053
396.003	28.96993
397.989	29.51579
400.012	30.06772
401.997	30.62599
404.018	31.19052
406.002	31.77431
407.985	32.37687
410.004	32.98604
411.986	33.60487
414.004	34.19565
415.985	34.79211
418.001	35.38942
420.017	35.98001
421.996	36.57034
424.01	37.13831
425.988	37.69309
428.001	38.23195
430.013	38.73178
431.988	39.21195
433.999	39.6633
436.01	40.09176
437.983	40.49329
439.992	40.8677
442	41.19912
444.007	41.54165
446.014	41.85948
447.983	42.13672
449.989	42.41068
451.993	42.66148
453.997	42.91555
456	43.14855
458.002	43.38236
460.004	43.61403
462.005	43.85774
464.005	44.12699
466.004	44.39924
468.003	44.67475
470	44.96582
471.997	45.27214
473.994	45.61521
475.989	45.94993
477.984	46.36117
480.014	46.80412
482.007	47.31828
483.999	47.87418
485.991	48.4906
488.018	49.12894
490.007	49.82888
491.997	50.63525
493.985	51.45941
496.008	52.34566
497.995	53.30664
500.017	54.27307
502.002	55.31664
503.986	56.37036
506.006	57.5017
507.988	58.60114
510.006	59.72411
511.986	60.80697
514.002	61.87901
516.017	62.90637
517.996	63.90501
520.009	64.81157
521.986	65.69025
523.997	66.50465
526.008	67.29076
528.018	67.99021
529.991	68.62464
531.999	69.16836
534.006	69.64301
536.012	70.00859
538.018	70.40569
539.986	70.7129
541.99	70.96857
543.992	71.19174
545.994	71.37999
547.995	71.53108
549.994	71.67704
551.993	71.8231
553.991	71.9617
555.988	72.03954
557.984	72.13157
560.015	72.17746
562.009	72.24066
564.002	72.25975
565.994	72.289
567.986	72.33743
570.011	72.42012
572.001	72.48876
573.989	72.55121
576.012	72.60728
577.998	72.63662
579.984	72.68883
582.004	72.72493
583.987	72.75974
586.005	72.83598
587.986	72.87448
590.002	72.94072
592.017	72.99799
593.995	73.06922
596.008	73.14855
597.984	73.23866
599.994	73.32713
602.004	73.40355
604.012	73.46607
605.984	73.5537
607.991	73.6102
609.996	73.69022
612	73.75405
614.003	73.84056
616.005	73.97406
618.006	74.06566
620.006	74.15763
622.005	74.23024
624.003	74.30765
625.999	74.38713
627.995	74.48382
629.989	74.59176
632.017	74.70359
634.009	74.81592
636	74.93225
637.99	75.03156
640.014	75.11026
642.001	75.2304
643.988	75.34648
646.008	75.45985
647.992	75.59521
650.01	75.76046
651.992	75.90531
654.008	76.07411
655.987	76.20244
658	76.36125
660.012	76.49561
661.988	76.64527
663.998	76.8254
666.006	76.96614
668.013	77.12618
669.985	77.23106
671.989	77.36645
673.993	77.48983
675.995	77.64689
677.996	77.75995
679.996	77.87166
681.994	77.96143
683.992	78.02218
685.988	78.12208
688.017	78.22317
690.01	78.33217
692.003	78.39427
693.994	78.45882
695.983	78.54645
698.006	78.602
699.994	78.6732
702.014	78.74304
703.998	78.83943
706.016	78.9337
707.998	78.99403
710.013	79.07558
711.992	79.17322
714.004	79.22653
716.015	79.2244
717.99	79.22373
719.999	79.22345
722.006	79.26535
724.011	79.30708
726.015	79.31407
727.984	79.35975
729.985	79.35635
731.985	79.38519
733.984	79.44486
736.015	79.41136
738.011	79.34747
740.005	79.30548
741.998	79.29197
743.99	79.28432
746.014	79.26036
748.003	79.25046
749.99	79.24532
752.01	79.2579
753.994	79.25203
756.011	79.22933
757.993	79.16046
760.007	79.12787
761.985	79.06919
763.996	79.01722
766.006	79.01252
768.013	78.9418
769.986	78.92159
771.991	78.84527
773.995	78.86682
775.997	78.92078
777.997	78.91904
779.996	78.84062
781.993	78.81814
783.989	78.72259
786.016	78.70659
788.009	78.66879
790	78.60232
791.99	78.50394
794.011	78.38684
795.998	78.26859
798.016	78.16192
799.999	78.14008
802.014	78.08209
803.994	78.0037
806.006	77.90038
808.016	77.87217
809.991	77.80182
811.998	77.7608
814.003	77.6316
816.007	77.54022
818.009	77.4959
820.009	77.4782
822.008	77.54428
824.005	77.50061
826	77.40683
827.993	77.33986
829.985	77.25898
832.008	77.14964
833.997	77.28178
836.016	77.3821
838.001	77.51798
839.985	77.68739
841.999	77.67827
844.011	77.70369
845.99	77.84852
847.999	77.89259
850.006	77.82079
852.011	77.85431
854.015	77.83959
855.985	77.78167
857.985	77.69903
860.015	77.5542
862.012	77.33939
864.007	77.19554
866	76.99226
867.991	76.79375
870.012	76.60009
872	76.34536
873.986	76.14112
876.001	75.97795
878.015	75.80185
879.996	75.88551
882.006	76.02789
884.014	76.04934
885.989	76.10134
887.993	76.04383
889.996	75.86915
891.997	75.77179
893.995	76.07063
895.992	76.29096
897.987	76.53299
900.012	76.7462
902.003	76.76978
903.992	76.82055
906.011	77.01023
907.996	77.09545
910.011	77.16681
911.992	77.07026
914.003	77.04721
916.012	77.17554
917.987	77.16663
919.992	77.07208
921.994	76.93935
923.995	76.78329
925.993	76.60602
927.99	76.66076
930.015	76.60182
932.008	76.51112
933.998	76.43894
935.986	76.29038
938.003	76.19583
939.987	76.18663
942	76.49963
944.011	76.46565
945.988	76.31921
947.995	76.2084
949.999	76.18171
952.001	76.27943
954.001	76.35737
955.999	76.31649
957.994	76.22517
959.987	76.15361
962.009	76.30156
963.998	76.42509
965.985	76.33843
968	76.28957
970.012	76.257
971.992	76.26554
974.001	76.31696
976.007	76.48064
978.01	76.48337
980.011	76.4645
982.01	76.48626
984.007	76.44877
986.001	76.35759
987.993	76.2847
990.013	76.38899
992	76.52017
993.985	76.56484
995.998	76.61018
998.008	76.60685
999.986	76.55057
1001.991	76.59774
1003.994	76.77902
1005.995	76.87961
1007.993	76.98609
1009.988	77.06469
1012.011	77.07957
1014.002	77.04096
1015.99	        77.00295
1018.005	76.94454
1019.988	76.84468
1021.999	76.81016
1024.006	76.85485
1026.011	76.88347
1028.014	76.87057
1030.014	76.8515
1032.011	76.78779
1034.006	76.74911
1035.998	76.76087
1037.988	76.87391
1040.004	76.86021
1041.989	76.67174
1044	        76.56752
1046.008	76.49981
1048.014	76.51216
1049.987	76.62598
1051.988	76.62392
1054.014	76.51778
1056.009	76.42077
1058	        76.31125
1059.99	        76.19446
1062.005	76.13795
1063.989	76.14553
1065.998	76.17651
1068.005	76.22043
1070.009	76.34087
1072.011	76.42924
1074.009	76.48643
1076.004	76.49522
1077.997	76.51924
1079.987	76.56004
1082.002	76.59514
1083.986	76.57496
1085.995	76.58397
1088.002	76.59449
1090.005	76.54635
1092.006	76.51353
1094.003	76.5749
1095.998	76.60664
1097.989	76.52434
1100.006	76.4618



//DATA_110NM//
X	Y	
380.016	14.55002
382.007	15.02878
383.998	15.49435
385.988	15.93374
388.014	16.35576
390.003	16.78022
391.991	17.20162
394.016	17.61563
396.003	18.04064
397.989	18.46742
400.012	18.90993
401.997	19.37147
404.018	19.84175
406.002	20.3226
407.985	20.81778
410.004	21.33608
411.986	21.85913
414.004	22.38966
415.985	22.91283
418.001	23.44708
420.017	23.98637
421.996	24.52606
424.01	25.05788
425.988	25.59195
428.001	26.11161
430.013	26.62526
431.988	27.12294
433.999	27.59903
436.01	28.05076
437.983	28.48536
439.992	28.90544
442	29.29066
444.007	29.68834
446.014	30.05921
447.983	30.42885
449.989	30.77574
451.993	31.10419
453.997	31.42057
456	31.74263
458.002	32.0541
460.004	32.36624
462.005	32.67922
464.005	33.01023
466.004	33.33791
468.003	33.67697
470	34.04664
471.997	34.44143
473.994	34.85027
475.989	35.27985
477.984	35.81085
480.014	36.3817
482.007	37.01172
483.999	37.71653
485.991	38.49705
488.018	39.33183
490.007	40.25683
491.997	41.3292
493.985	42.50812
496.008	43.77462
497.995	45.13161
500.017	46.56233
502.002	48.09597
503.986	49.72708
506.006	51.39402
507.988	53.07465
510.006	54.77919
511.986	56.47896
514.002	58.12845
516.017	59.74605
517.996	61.30628
520.009	62.7426
521.986	64.10585
523.997	65.39597
526.008	66.57746
528.018	67.5891
529.991	68.48468
531.999	69.25252
534.006	69.90981
536.012	70.46991
538.018	70.955
539.986	71.35877
541.99	71.68954
543.992	71.90324
545.994	72.09937
547.995	72.24536
549.994	72.38054
551.993	72.47023
553.991	72.5243
555.988	72.55393
557.984	72.59733
560.015	72.62113
562.009	72.63427
564.002	72.65728
565.994	72.66618
567.986	72.65698
570.011	72.71848
572.001	72.73706
573.989	72.70428
576.012	72.70462
577.998	72.70666
579.984	72.72196
582.004	72.72733
583.987	72.73483
586.005	72.73495
587.986	72.71702
590.002	72.72861
592.017	72.70491
593.995	72.73394
596.008	72.73947
597.984	72.75646
599.994	72.76458
602.004	72.82916
604.012	72.87206
605.984	72.93545
607.991	72.9518
609.996	72.98938
612	73.02121
614.003	73.05142
616.005	73.09779
618.006	73.14557
620.006	73.17828
622.005	73.20392
624.003	73.26523
625.999	73.31107
627.995	73.34354
629.989	73.39094
632.017	73.46107
634.009	73.5379
636	73.59056
637.99	73.67953
640.014	73.72784
642.001	73.84798
643.988	73.91849
646.008	74.01561
647.992	74.12404
650.01	74.27052
651.992	74.36417
654.008	74.44857
655.987	74.50664
658	74.62696
660.012	74.69552
661.988	74.78479
663.998	74.87589
666.006	74.96921
668.013	75.07619
669.985	75.15061
671.989	75.20469
673.993	75.2553
675.995	75.31598
677.996	75.39591
679.996	75.44772
681.994	75.48019
683.992	75.49383
685.988	75.54917
688.017	75.59792
690.01	75.6706
692.003	75.69026
693.994	75.74896
695.983	75.81021
698.006	75.85409
699.994	75.91787
702.014	75.99597
703.998	76.0701
706.016	76.14402
707.998	76.18846
710.013	76.28234
711.992	76.33096
714.004	76.37735
716.015	76.37059
717.99	76.38255
719.999	76.33746
722.006	76.34926
724.011	76.30022
726.015	76.28923
727.984	76.27037
729.985	76.2564
731.985	76.25238
733.984	76.26791
736.015	76.20617
738.011	76.14981
740.005	76.1438
741.998	76.1282
743.99	76.09798
746.014	76.08328
748.003	76.08672
749.99	76.05438
752.01	76.00132
753.994	75.99893
756.011	75.9406
757.993	75.83839
760.007	75.75799
761.985	75.68197
763.996	75.59289
766.006	75.53747
768.013	75.41703
769.986	75.34347
771.991	75.20817
773.995	75.22067
775.997	75.2266
777.997	75.19292
779.996	75.07234
781.993	75.00219
783.989	74.92182
786.016	74.88424
788.009	74.84682
790	74.74402
791.99	74.63406
794.011	74.55287
795.998	74.43023
798.016	74.31252
799.999	74.26494
802.014	74.24654
803.994	74.16062
806.006	74.0661
808.016	74.04795
809.991	74.00226
811.998	73.97738
814.003	73.90278
816.007	73.82138
818.009	73.79471
820.009	73.75765
822.008	73.80162
824.005	73.76238
826	73.63851
827.993	73.53375
829.985	73.41561
832.008	73.32022
833.997	73.41117
836.016	73.51032
838.001	73.63543
839.985	73.78909
841.999	73.71203
844.011	73.7188
845.99	73.85058
847.999	73.86576
850.006	73.81038
852.011	73.81826
854.015	73.76869
855.985	73.70542
857.985	73.59216
860.015	73.45633
862.012	73.27612
864.007	73.10146
866	72.91719
867.991	72.70664
870.012	72.51438
872	72.23505
873.986	72.00101
876.001	71.80184
878.015	71.64702
879.996	71.70082
882.006	71.82523
884.014	71.82763
885.989	71.87142
887.993	71.7669
889.996	71.56986
891.997	71.54061
893.995	71.84303
895.992	72.01065
897.987	72.23405
900.012	72.4441
902.003	72.4503
903.992	72.50184
906.011	72.66753
907.996	72.80649
910.011	72.87343
911.992	72.75209
914.003	72.73717
916.012	72.85486
917.987	72.85409
919.992	72.73662
921.994	72.55005
923.995	72.34161
925.993	72.18459
927.99	72.22401
930.015	72.1639
932.008	72.07604
933.998	71.98434
935.986	71.82617
938.003	71.74054
939.987	71.72368
942	71.98331
944.011	71.91563
945.988	71.776
947.995	71.68565
949.999	71.68761
952.001	71.78679
954.001	71.83327
955.999	71.77893
957.994	71.68707
959.987	71.58812
962.009	71.73778
963.998	71.86381
965.985	71.76012
968	71.65512
970.012	71.58192
971.992	71.59858
974.001	71.64393
976.007	71.7847
978.01	71.74822
980.011	71.75385
982.01	71.77413
984.007	71.73098
986.001	71.6041
987.993	71.54345
990.013	71.6613
992	71.81075
993.985	71.90119
995.998	72.01243
998.008	72.0301
999.986	71.94596
1001.991	71.99201
1003.994	72.19104
1005.995	72.31835
1007.993	72.41993
1009.988	72.49409
1012.011	72.49215
1014.002	72.43414
1015.99	        72.37852
1018.005	72.30841
1019.988	72.19887
1021.999	72.19281
1024.006	72.25055
1026.011	72.29427
1028.014	72.32998
1030.014	72.31485
1032.011	72.24394
1034.006	72.19045
1035.998	72.24024
1037.988	72.37725
1040.004	72.37816
1041.989	72.25818
1044	        72.17844
1046.008	72.09815
1048.014	72.11995
1049.987	72.25669
1051.988	72.28844
1054.014	72.22226
1056.009	72.14725
1058	        72.0387
1059.99	        71.94329
1062.005	71.93689
1063.989	71.98316
1065.998	72.06125
1068.005	72.15465
1070.009	72.28286
1072.011	72.3689
1074.009	72.43454
1076.004	72.46059
1077.997	72.43762
1079.987	72.44066
1082.002	72.44302
1083.986	72.43208
1085.995	72.4318
1088.002	72.42221
1090.005	72.38561
1092.006	72.30723
1094.003	72.34763
1095.998	72.40607
1097.989	72.33378
1100.006	72.3193

